Task,model,feature,avg_ranking,avg_coefficient,list_coefficients,signal
Survival,7,social_y,0.03605907579820623,-0.05563393933332139,"(-0.0524191865986354, -0.0673846043852844, -0.0615452666951631, -0.0686337573198892, -0.0694448283674258, -0.0647367982567784, -0.0525474592132832, -0.0411368660438512, -0.0308996861913924, -0.0475909402615108)",-
Survival,7,fraction_posts_replies,0.03522494336762631,0.05651126163246164,"(0.0740795605475797, 0.042145925199124, 0.0917817842244539, 0.0626242923150705, 0.0535036214706354, 0.0489644334603304, 0.0319446519184119, 0.0553202427916164, 0.0492216185064953, 0.0555264858908989)",+
Survival,7,median_comments_users,0.03502815976948441,-0.05001363799139939,"(-0.0691203855772062, -0.0965999292104056, -0.10357990613400599, -0.0607233324179709, -0.0376478483959328, -0.0591996276397959, -0.00853999445302597, -0.0318631190536777, -0.0285087100279065, -0.00435352700406635)",-
Survival,7,achieve_x,0.033424182889504425,-0.0520948994059585,"(-0.0377707968220168, -0.0724268240485439, -0.0823544441612398, -0.0552087423688065, -0.0590294494445452, -0.0495275509725936, -0.0733671846026457, -0.0504535467671812, -0.00885036802013534, -0.031960086851877005)",-
Survival,7,feel_x,0.03225269649339967,0.0366117845921022,"(0.00130756348538826, -0.0290024427134267, 0.0789753148956395, 0.0209489749049498, 0.0307218387365902, 0.0195476340099435, 0.032450171057683, 0.0649221373568694, 0.0787072023143308, 0.0675394518730543)",+
Survival,7,transitivity_parents,0.031687746637345214,-0.04936948662763451,"(-0.0458317648906102, -0.0764053001617103, -0.0951503013881976, -0.0564056149551026, -0.0701097990329059, -0.0449009861501127, -0.0205864751195163, -0.027597372882455, -0.004945261739147429, -0.0517619899565871)",-
Survival,7,vocabulary_size,0.03157527218121148,-0.008724673624219626,"(0.0964176739872891, 0.0399966998001707, -0.00719368780186865, -0.00498369727627751, 0.0052780768185804895, -0.0383480323664753, -0.0547429655935293, -0.0349668272236165, -0.0351864738266512, -0.0535175027598181)",-
Survival,7,negate_y,0.030382276919729556,-0.05470554062520709,"(-0.040181529231957995, -0.0694280158075275, -0.10071569829632002, -0.0475930870029782, -0.0389309379160185, -0.0613387259165081, -0.0623209493671518, -0.0513129130406258, -0.0326172328364075, -0.0426163168365755)",-
Survival,7,parents_bigger_than01,0.029639991962319402,-0.042359286257457954,"(-0.0221347956049013, -0.0201014785352434, -0.013031237571385, -0.0621476107773956, -0.045461859618662996, -0.0288368613788899, -0.0374029637669787, -0.084164316408717, -0.0542675610712382, -0.0560441778411675)",-
Survival,7,tentat_y,0.029230988427706363,0.039663573577116085,"(0.0881438236920469, 0.0746575397565006, 0.11700543117411001, 0.0070451362122423205, 0.00436456933779155, 0.0024979183704085303, 0.0264086910258512, 0.0138149976690684, 0.0278246986199188, 0.0348729299132225)",+
Survival,7,fraction_comments_replies,0.02909140661025551,0.04607118844466337,"(-0.0173781661454959, 0.0868674499680058, 0.0664266893374169, 0.0332533635503565, 0.0377921324029859, 0.032053026761101, 0.0719922178348808, 0.0599810370980871, 0.0486737306306029, 0.0410504030086927)",+
Survival,7,conscientiousness_y,0.028863662364228094,-0.04339634821940798,"(-0.0431435896142701, -0.0354138299373936, -0.00883027072214406, -0.0507781025372459, -0.0546364662550112, -0.0502406061758631, -0.0810522696385597, -0.0309360592668542, -0.0519411238710903, -0.0269911641756476)",-
Survival,7,bio_x,0.0275315253518447,0.036591393652979656,"(-0.0296456113837494, 0.0253027753861707, 0.0109240709009943, 0.0522317333754878, 0.0582271556789612, 0.0657682810294163, 0.0732660170360274, 0.0520622388850046, 0.0376713967733972, 0.0201058788480864)",+
Survival,7,parent_max_size,0.026915423993926695,0.04270719017347158,"(0.0781299538195575, 0.0416837654191499, 0.0545638686160182, 0.0616626942951623, 0.0276313095619734, 0.039291276851278, 0.0371500547099392, -0.00296369223553132, 0.0558760883730719, 0.0340465823240968)",+
Survival,7,power_x,0.02580910487023627,-0.03198636043596526,"(-0.0556560316932384, 0.0194935892956677, -0.0258871004409784, -0.0060291248449862705, -0.0036254538872069, -0.087465620259015, -0.068849639143177, -0.0176507123334869, -0.0475564450151182, -0.0266370660381132)",-
Survival,7,i_y,0.02533063698368247,0.04182129267513405,"(0.0276821875542785, 0.0315626187172373, 0.0425118591595642, 0.0289691695339236, 0.0569677140702388, 0.0790724731510961, 0.0250453938096242, 0.0634013530165435, 0.0475167264021757, 0.0154834313366586)",+
Survival,7,extraversion_y,0.023546404425246463,0.02642299987430699,"(-0.00218782172312461, -0.00213515521097665, -0.0123529686354615, -0.00404300960559759, 0.00395217430634477, 0.0280403552407733, 0.0704636167449801, 0.0685840600876676, 0.0654026002758706, 0.0485061472625939)",+
Survival,7,body_x,0.023241908160276308,0.04111185081115905,"(0.0288237102460148, 0.0186961272339245, 0.0425411650414532, 0.0274533922896613, 0.039819093440309, 0.0387158404991979, 0.0532418103525925, 0.0651837600946833, 0.0586727306456634, 0.0379708782680906)",+
Survival,7,density,0.02289742310385517,-0.035711143290916895,"(-0.0836755343119244, -0.0626556831813352, -0.0598740349093801, -0.0294995325895979, -0.0421283510534166, -0.0439528258981485, -0.027709633327179, -0.0054247179818691605, -0.0108041704401027, 0.00861305078378463)",-
Survival,7,adj_x,0.022625791623004866,0.03487496344309925,"(0.0344754462634924, 0.0661155428255141, 0.0129275647514503, 0.0751091302786959, 0.05118962474798099, 0.0436315803827772, 0.0245394900631497, 0.027210723378399, 0.0190880242932645, -0.0055374925537316)",+
Survival,7,cause_y,0.02251959876659293,0.03603287323973488,"(0.0191176675218865, 0.0478013185451435, 0.0633288443324501, -0.0245857069369894, 0.0344569027049557, 0.07693009491397901, 0.0484168972806234, 0.0511753534989316, 0.0338485884335709, 0.00983877210279737)",+
Survival,7,you_x,0.022065531181326318,-0.04303178204127253,"(-0.0416453546616941, -0.0524409827465576, -0.0446506538870923, -0.0288782452753994, -0.0236649209770074, -0.0502927804522291, -0.0386441453381683, -0.0493214548768519, -0.0565873653681077, -0.0441919168296175)",-
Survival,7,i_x,0.021959751701234126,0.03210161792407734,"(-0.0146347784699654, 0.0101421193565254, 0.0214136810484911, 0.023682706319320002, 0.0156073899159519, 0.0556863685145688, 0.0227669766828241, 0.0761532505949409, 0.044486079933769004, 0.0657123853443476)",+
Survival,7,density_parents,0.02091869850385291,-0.02436921883251677,"(0.00391702533681135, 0.0103484297116042, 0.000404175804556061, 0.00425667303300935, -0.00549351017851069, -0.0217561593520081, -0.0454833186742373, -0.0657268358208804, -0.0581336030008811, -0.0660250651846311)",-
Survival,7,relig_y,0.020693879473140588,-0.0362509142775896,"(-0.00803343021560615, -0.00941439577971945, -0.0558480200386399, -0.0395443764863698, -0.0520137532447629, -0.0673599792865368, -0.00914019732783522, -0.0552045502704291, -0.0506303051314296, -0.0153201349945671)",-
Survival,7,avg_gap_comments,0.020246016675312013,-0.01902043066160414,"(0.0630256298469691, -0.017359684074993, -0.0273629536171721, -0.0525984980113121, -0.0477279000967017, -0.0382345627420726, -0.0582043904508267, -0.0324232796867614, 0.00463537625112128, 0.0160459559657078)",-
Survival,7,you_y,0.02024464884191057,-0.03496145760595486,"(-0.0238351094964075, -0.0308764671594836, -0.06349046572821, -0.05279578157670099, -0.0581297784041669, -0.021414892491212, -0.0329508192279161, -0.0582371949837134, -0.0111952955238668, 0.00331122853212868)",-
Survival,7,agreeableness_y,0.01990136531535581,0.03079144605957925,"(0.0356836339663456, 0.0750446494276324, 0.0361435210544207, 0.0270312244932211, -0.0188488610621952, 0.0195770694531823, -0.00697608024205371, 0.0424143623722307, 0.034662580667391, 0.0631823604656176)",+
Survival,7,they_x,0.019682105859317733,0.02219325332878571,"(0.0863737695865531, 0.0159636609513224, 0.0271042040040038, 0.046460312046918, 0.0376793010671729, 0.0461320379364852, -0.0025181641480254303, -0.0077296152006736596, -0.0130662800634707, -0.0144666928924285)",+
Survival,7,neuroticism_x,0.019351828620370822,-0.03591483056464741,"(-0.0152604657807616, -0.0234785461742008, -0.0869304938553093, -0.0140803247321565, -0.00885412657656145, -0.0139336376817762, -0.0337082535858583, -0.0671961495596483, -0.0425777006949291, -0.0531286070052725)",-
Survival,7,focusfuture_x,0.019334501204616376,-0.028072355837695823,"(-0.0056908213485873296, -0.0118194862720268, -0.0706769461918336, -0.0665732250694191, -0.0343595312662136, -0.0494654647543954, -0.0489535296485064, -0.0176692244446506, 0.017539284779786, 0.006945385838888579)",-
Survival,7,verb_x,0.01932916769020337,0.03841598870798219,"(-0.000922480558165002, 0.028653783518257998, 0.0600213039194207, 0.0322852395380671, 0.0442861963836958, 0.0287086811796718, 0.0379992569140796, 0.052854908373171, 0.03825045877041299, 0.0620225390412099)",+
Survival,7,see_x,0.019241616361877517,0.03766500138889907,"(0.029419194697206, 0.075016389570819, 0.0232149024768636, 0.0528568405411127, 0.0328896373955132, 0.0306879074261042, 0.040165428686054, 0.0216201282538326, 0.0275101277586559, 0.0432694570828295)",+
Survival,7,article_y,0.01918644774120144,-0.03685057614646088,"(-0.0465565015566449, -0.0623521091457869, -0.0753917644962938, -0.038194816132747, -0.0487909779363011, -0.0241516875640283, -0.0236349075125606, -0.0240297244435521, 0.00640532217492762, -0.0318085948516217)",-
Survival,7,negate_x,0.018966135525624477,-0.0375555094299173,"(-0.0151711534761341, -0.0471022096732407, -0.0274136083951764, -0.0598898977126121, -0.0177475601503105, -0.0539569070974001, -0.0354627720317023, -0.0475908457615462, -0.0340597177239671, -0.0371604222770835)",-
Survival,7,interrog_x,0.018776751520142222,-0.02964124938623374,"(-0.0149242750466096, -0.0332584528467587, -0.059131498520707, -0.0474381682443914, -0.0611554295368989, -0.024264289425461005, -0.00110426731992263, 0.010102722345090999, -0.0129043534717247, -0.0523344817949545)",-
Survival,7,work_x,0.018249285674489926,0.02602057735648915,"(0.0120754337714732, 0.0255007089412227, 0.06804305340548, 0.0178016476121585, 0.0548500779980335, 0.0337740937508895, 0.0645482868260782, -0.00015077239720736598, -0.000280213320639451, -0.0159565430225973)",+
Survival,7,female_x,0.0180345816757457,0.03669118591977995,"(0.0437979820628029, 0.0477861892020497, 0.0632394318311738, 0.0497028984998422, 0.0175631702673312, 0.0491541255265835, 0.0188410351563972, 0.0187387684569526, 0.0276459181992029, 0.0304423399954635)",+
Survival,7,ipron_x,0.017965331208624216,0.03285464494373286,"(0.0539861649301429, 0.0856605828643191, 0.0371442953452673, 0.0263210072965046, 0.0437149826636964, 0.007227715390861329, 0.0397507422373588, 0.018478340451082, 0.0108924426555819, 0.0053701756025142395)",+
Survival,7,percept_x,0.017604296992375625,0.03673718468809928,"(0.008747761977671721, 0.027119350229404, 0.0313751152318388, 0.0481430803215408, 0.026453363171104003, 0.0382816054399503, 0.0417035642220493, 0.047276872168179, 0.0450335463876071, 0.0532375877316478)",+
Survival,7,parents_size_avg,0.017539399426817353,0.028137515200066892,"(-0.0158760969535957, 0.0088392023434293, 0.0149277017673494, -0.00046385695094097805, 0.0414458128579972, 0.0319690186434754, 0.0383678408604122, 0.0622119721209134, 0.0344550368798859, 0.0654985204317428)",+
Survival,7,focuspresent_x,0.016205051086594285,0.014533713422981607,"(-0.0479912905142618, -0.0347633711335513, -0.00468594648354718, 0.00881908261494884, 0.0130671487252603, 0.0431211556344989, 0.0468703714940552, 0.0435674732824324, 0.044210394148309004, 0.0331221164616717)",+
Survival,7,reward_y,0.016137556764791512,-0.033497492858910974,"(0.00720312089116746, -0.0547805889566961, -0.0509409930243546, -0.0284330851719179, -0.0262209320957957, -0.0229309850764537, -0.0467420436455389, -0.0494179512745183, -0.0241872339554348, -0.0385242362795672)",-
Survival,7,filler_x,0.01602221272931475,-0.0022694759162559474,"(-0.0728238218044416, -0.013834301501007002, -0.0493915877292602, -0.0141999413122354, 0.00342301647563422, 0.00270170091371549, 0.033900841934958, 0.0217454594512985, 0.0269928251350235, 0.038791049273755)",-
Survival,7,family_y,0.015959771371384535,0.033417087783949626,"(0.00843758817197255, 0.0394575517705108, 0.0192392674654502, 0.0348195035189924, 0.050380068878885007, 0.026579545997040998, 0.0413833096526838, 0.0259233964201352, 0.0415461868380173, 0.046404459125808005)",+
Survival,7,std_karma_posts,0.015760594147229235,0.018804677946952602,"(0.0554434496942168, -0.0301436198816576, 0.00625128782839015, -0.00160635771227725, 0.0275832882087553, -0.0224748673646083, 0.0352908832217367, 0.027726031840813, 0.0535106750061952, 0.036466008627962)",+
Survival,7,median_len_comemnts,0.015601606065604517,-0.0012329022614412254,"(-0.0347689428393706, -0.0528744227615187, -0.0616029999017571, 0.0293965325855769, 0.00564035830369648, 0.0189912877499832, 0.0186239506154478, 0.00936124429146889, 0.0520720900248487, 0.00283187931721216)",-
Survival,7,median_posts_length,0.015448743378441127,-0.016935039347359203,"(-0.0790150416027371, -0.0375030438694653, -0.0065952897019510605, -0.00780153557053891, 0.000287384257586166, -0.0248561696218764, -0.0282162018899564, -0.00850226692422149, 0.0092775195409473, 0.0135742519086212)",-
